"","winner","type","pcandvote","candidate","candrace","candvote","pwhitevt","pblackvt","platinovt","pasianvt","totvote","state","population","vote50bl","vote50wh","vote50as","blwhdiv","blladiv","laasdiv","aswhdiv","numcand","blwhcand","lawhcand","aswhcand","laascand","biracial","whwhcand","blblcand","lalacand","biracialminonly","whcand","lacand","ascand","fips_pla","fips_cnty","cityname","populationinterp","pctunemplinterp","pctpovertyinterp","chng5pop","mayor_council","council_manager","nonpartisan","term_limits_council","staggered_council","mayoral_veto","novevenyr_concurrent","city","year","incumbent","primary","general","runoff","dempresp2_interp","fips_st","fips_plaS","fips_stS","fips_stpla","geo_id2S","geo_id2","H_citytract_NHW_i","H_citytract_multi_i","isolationwht_i","pctlocalgovworker","pctwhtpopinterp","pctblkpopinterp","pctasianpopinterp","pctlatinopopinterp","pop65ovinterp","pctcollegegradinterp","medincinterp","pctrentersinterp","diversityinterp","region","northeast","south","midwest","west","logpop","totalr","citywhiteideol_interp","citywhiteideol_interp2","whiteideology_fill2","latinowhdivide","blackwhdivide","blacklatinodivide","biggestsplit","whiteblhispdivid","biggestsplit_gr","year.f"
"126",1,"General",0.519999980926514,"Lashutka","white",85985,0.69,0.125,NA,NA,NA,"OH",NA,0.375,0.189999997615814,0,0.564999997615814,0.375,0,0.189999997615814,2,1,0,0,0,1,0,0,0,0,1,0,0,18000,49,"Columbus City",640826.600000001,0.0170875132083896,0.164436030387879,35105.3984375,1,0,1,0,1,1,0,"Columbus city",1991,NA,0,1,0,0.46619275957346,39,"18000","39","3918000","3918000",3918000,0.322669264674186,0.353999418020248,0.842375200986861,NA,0.732945185899734,0.225832889974117,0.0238651119172575,0.0109264175407588,57842.7,0.15253156721592,27775.5999999996,0.53154934644699,0.410479113459587,2,0,0,1,0,13.3705139160156,NA,NA,NA,3.57142853736877,NA,0.564999997615814,NA,0.564999997615814,NA,1,"1991"
"127",1,"General",0.670000016689301,"Lashutka","white",79128,0.85,0.46,NA,NA,NA,"OH",NA,0.0399999991059303,0.349999994039536,0,0.389999985694885,0.0399999991059303,0,0.349999994039536,2,1,0,0,0,1,0,0,0,0,1,0,0,18000,49,"Columbus City",672301,0.0214840769767761,0.155507147312164,39343,1,0,1,0,1,1,0,"Columbus city",1995,1,0,1,0,0.512499988079071,39,"18000","39","3918000","3918000",3918000,0.291436657309532,0.323565453290939,0.815855115652084,NA,0.704542070627213,0.231948547065258,0.0287792645394802,0.0169171034358442,58437.5,0.164716079831123,32274,0.521325528621674,0.446773394942284,2,0,0,1,0,13.4184617996216,NA,NA,NA,3.57142853736877,NA,0.389999985694885,NA,0.389999985694885,NA,1,"1995"
"128",1,"Primary",0.389999985694885,"Coleman","black",28823,NA,0.575,0.330000013113022,NA,NA,"OH",NA,0.0750000029802322,0.170000001788139,0.170000001788139,0.245000004768372,0.24499998986721,1.31130217795317e-08,0,3,1,0,0,0,1,0,0,0,0,0,0,0,18000,49,"Columbus City",703775.4,0.0258806407451631,0.14657826423645,39343,1,0,1,0,1,1,0,"Columbus city",1999,0,1,0,0,0.51399998664856,39,"18000","39","3918000","3918000",3918000,0.260204049944877,0.293131488561629,0.789335030317305,NA,0.676138955354689,0.238064204156399,0.0336934171617034,0.0229077893309295,59032.3,0.176900592446327,36772.3999999999,0.511101710796356,0.48306767642498,2,0,0,1,0,13.4642143249512,NA,3.66071426868439,3.66071426868439,3.6607141494751,NA,NA,0.24499998986721,0.24499998986721,NA,3,"1999"
"129",1,"Run-off",0.600000023841858,"Coleman","black",86636,0.4138,0.92,NA,NA,144258,"OH",NA,0.419999986886978,0.0861999988555908,0,0.506200015544891,0.419999986886978,0,0.0861999988555908,2,1,0,0,0,1,0,0,0,0,0,0,0,18000,49,"Columbus City",703775.4,0.0258806407451631,0.14657826423645,39343,1,0,1,0,1,1,0,"Columbus city",1999,0,0,1,1,0.51399998664856,39,"18000","39","3918000","3918000",3918000,0.260204049944877,0.293131488561629,0.789335030317305,NA,0.676138955354689,0.238064204156399,0.0336934171617034,0.0229077893309295,59032.3,0.176900592446327,36772.3999999999,0.511101710796356,0.48306767642498,2,0,0,1,0,13.4642143249512,NA,3.66071426868439,3.66071426868439,3.6607141494751,NA,0.506200015544891,NA,0.506200015544891,NA,1,"1999"
"130",1,"general",0.971139550209045,"Coleman","black",72481,NA,NA,NA,NA,NA,"OH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,18000,49,"Columbus City",733795,0.0302772045135495,0.137649381160736,37888.19921875,1,0,1,0,1,1,0,"Columbus city",2003,1,0,1,0,NA,39,"18000","39","3918000","3918000",3918000,0.238738577474248,0.266678158532489,0.763498896902258,NA,0.64959952506152,0.249380881136114,0.0366119664501061,0.032223783094774,61473.5454545454,0.186565168879249,39383.6363636364,0.509994149208069,0.510981261730194,2,0,0,1,0,13.5059852600098,NA,3.97222220897675,3.97222220897675,3.97222232818604,NA,NA,NA,NA,NA,NA,"2003"
"131",1,"General",0.697200000286102,"Coleman","black",73758,NA,NA,NA,NA,NA,"OH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,18000,49,"Columbus City",747755,0.034673768281936,0.128720498085021,19835,1,0,1,0,1,1,0,"Columbus city",2007,1,0,1,0,NA,39,"18000","39","3918000","3918000",3918000,0.220528816634959,0.241551706736738,0.737890747460451,NA,0.6236813230948,0.262431231412021,0.0388653146272357,0.0426482128148731,64530.2727272727,0.195389766584744,41365.8181818181,0.511925339698792,0.536101281642914,2,0,0,1,0,13.5248308181763,NA,3.64999997615814,3.64999997615814,3.65000009536743,NA,NA,NA,NA,NA,NA,"2007"
"132",1,"Special - Mayor Resigned to Run for Senate",0.579999983310699,"Cornett","white",30231,0.49,0.26,0.46000000834465,0.41,52263,"OK",NA,0.239999994635582,0.00999999977648258,0.0900000035762787,0.230000004172325,0.200000002980232,0.0500000081956387,0.0799999982118607,4,0,0,0,0,0,1,0,0,0,1,0,0,55000,109,"Oklahoma City City",527675,0.021542759239674,0.150759297609328,27835.30078125,0,1,1,0,1,0,0,"Oklahoma City city",2004,0,0,0,0,NA,40,"55000","40","4055000","4055000",4055000,0.165397669781338,0.231049759821459,0.694073807109486,NA,0.618839204311371,0.147272091020237,0.0361690250310032,0.125203409655528,58117,0.162675993009047,38592.8181818181,0.401167444207452,0.570695161819458,4,0,1,0,0,13.1762361526489,NA,NA,NA,4.19999980926514,0.0299999918788671,0.230000004172325,0.200000002980232,0.230000004172325,0.129999995231628,1,"2004"
"133",1,"General",0.610000014305115,"Potter","white",168377,NA,NA,NA,NA,275985,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,59000,51,"Portland City",535314,0.0380419492721558,0.121828237175942,15451.7001953125,0,0,1,0,1,0,1,"Portland city",2004,0,0,1,0,NA,41,"59000","41","4159000","4159000",4159000,0.0809339210391045,0.118354969403961,0.777041066776622,NA,0.743397728963331,0.0621449012647975,0.0703061141751029,0.0766210603443058,57789.0909090909,0.251207898963582,43793.6363636365,0.448022400790995,0.430051153356379,1,0,0,0,1,13.1906089782715,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,"2004"
"134",1,"Primary",0.419999986886978,"Potter","white",56530,NA,NA,NA,NA,139965,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,59000,51,"Portland City",535314,0.0380419492721558,0.121828237175942,15451.7001953125,0,0,1,0,1,0,1,"Portland city",2004,0,1,0,0,NA,41,"59000","41","4159000","4159000",4159000,0.0809339210391045,0.118354969403961,0.777041066776622,NA,0.743397728963331,0.0621449012647975,0.0703061141751029,0.0766210603443058,57789.0909090909,0.251207898963582,43793.6363636365,0.448022400790995,0.430051153356379,1,0,0,0,1,13.1906089782715,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,"2004"
"135",1,"General",0.684742629528046,"Rendell","white",288467,NA,NA,NA,NA,NA,"PA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,60000,101,"Philadelphia City",1578774.3,0.0444501131772994,0.200028938055038,-47855.8984375,1,NA,0,1,NA,1,0,"Philadelphia city",1991,0,0,1,0,0.74559497833252,42,"60000","42","4260000","4260000",4260000,0.575356933474538,0.589517968893048,0.825586307048795,NA,0.512384873628619,0.39823570549488,0.0282644763588902,0.0562397975474589,236609.399999999,0.0999398283660415,25217.2999999998,0.382694247364999,0.573825198411942,3,1,0,0,0,14.272159576416,NA,NA,NA,3.09090900421143,NA,NA,NA,NA,NA,NA,"1991"
"136",1,"Democratic Primary",0.495000004768372,"Rendell","white",146373,0.8197,0.1515,0.330000013113022,NA,NA,"PA",NA,0.34850001335144,0.319700002670288,0.170000001788139,0.668200016021729,0.178500011563301,1.31130217795317e-08,0.489699989557266,3,1,0,0,0,1,0,0,0,0,1,0,0,60000,101,"Philadelphia City",1578774.3,0.0444501131772994,0.200028938055038,-47855.8984375,1,NA,0,1,NA,1,0,"Philadelphia city",1991,0,1,0,0,0.74559497833252,42,"60000","42","4260000","4260000",4260000,0.575356933474538,0.589517968893048,0.825586307048795,NA,0.512384873628619,0.39823570549488,0.0282644763588902,0.0562397975474589,236609.399999999,0.0999398283660415,25217.2999999998,0.382694247364999,0.573825198411942,3,1,0,0,0,14.272159576416,NA,NA,NA,3.09090900421143,0.489699989557266,0.668200016021729,0.178500011563301,0.668200016021729,0.578949987888336,1,"1991"
"137",1,"Democratic Primary",1,"Rendell","white",103398,NA,NA,NA,NA,NA,"PA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,60000,101,"Philadelphia City",1551563.5,0.0456587076187134,0.209583252668381,-34013.5,1,NA,0,1,NA,1,0,"Philadelphia city",1995,1,1,0,0,0.814999982714653,42,"60000","42","4260000","4260000",4260000,0.531187400221825,0.543342798948288,0.786721885204315,NA,0.473844200372696,0.409969940781593,0.0347996428608894,0.0688195172697306,218223,0.106083448976278,27674.5,0.393693462014198,0.598348766565323,3,1,0,0,0,14.2547740936279,NA,NA,NA,3.09090900421143,NA,NA,NA,NA,NA,NA,"1995"
"138",1,"General",0.786098003387451,"Rendell","white",237073,NA,NA,NA,NA,327863,"PA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,60000,101,"Philadelphia City",1551563.5,0.0456587076187134,0.209583252668381,-34013.5,1,NA,0,1,NA,1,0,"Philadelphia city",1995,1,0,1,0,0.814999982714653,42,"60000","42","4260000","4260000",4260000,0.531187400221825,0.543342798948288,0.786721885204315,NA,0.473844200372696,0.409969940781593,0.0347996428608894,0.0688195172697306,218223,0.106083448976278,27674.5,0.393693462014198,0.598348766565323,3,1,0,0,0,14.2547740936279,NA,NA,NA,3.09090900421143,NA,NA,NA,NA,NA,NA,"1995"
"139",1,"Democratic Primary",0.361000001430511,"Street","Black",107285,0.082,0.57,NA,NA,301170,"PA",NA,0.0700000002980232,0.418000012636185,NA,0.488000005483627,NA,NA,NA,2,1,0,0,0,1,0,0,0,0,0,0,0,60000,101,"Philadelphia City",1524352.7,0.0468673020601272,0.219137567281723,-34013.5,1,NA,0,1,NA,1,0,"Philadelphia city",1999,0,1,0,0,0.823999989032746,42,"60000","42","4260000","4260000",4260000,0.487017866969108,0.497167629003524,0.747857463359832,NA,0.435303527116776,0.421704176068306,0.0413348093628882,0.0813992369920014,199836.6,0.112227069586516,30131.7,0.404692676663399,0.622872334718705,3,1,0,0,0,14.2370805740356,NA,3.51212120056152,3.51212120056152,3.51212120056152,NA,0.488000005483627,NA,0.488000005483627,NA,1,"1999"
"140",1,"General",0.501999974250793,"Street","Black",222823,0.1558,0.925,NA,NA,441981,"PA",NA,0.425000011920929,0.344199985265732,0,0.769200026988983,0.425000011920929,0,0.344199985265732,2,1,0,0,0,1,0,0,0,0,0,0,0,60000,101,"Philadelphia City",1524352.7,0.0468673020601272,0.219137567281723,-34013.5,1,NA,0,1,NA,1,0,"Philadelphia city",1999,0,0,1,0,0.823999989032746,42,"60000","42","4260000","4260000",4260000,0.487017866969108,0.497167629003524,0.747857463359832,NA,0.435303527116776,0.421704176068306,0.0413348093628882,0.0813992369920014,199836.6,0.112227069586516,30131.7,0.404692676663399,0.622872334718705,3,1,0,0,0,14.2370805740356,NA,3.51212120056152,3.51212120056152,3.51212120056152,NA,0.769200026988983,NA,0.769200026988983,NA,1,"1999"
"141",1,"General",0.579999983310699,"Street","Black",267276,0.24,0.88,0.469999998807907,0.73,457925,"PA",NA,0.379999995231628,0.259999990463257,0.230000004172325,0.639999985694885,0.409999996423721,0.259999990463257,0.490000009536743,2,1,0,0,0,1,0,0,0,0,0,0,0,60000,101,"Philadelphia City",1475400,0.0480758965015412,0.228691881895066,-55755.3984375,1,NA,0,1,NA,1,0,"Philadelphia city",2003,1,0,1,0,NA,42,"60000","42","4260000","4260000",4260000,0.455381840467453,0.457021930000998,0.716623685576698,NA,0.410682783885436,0.425028841603886,0.0482887727293102,0.094168069010431,192587.181818182,0.12242656675252,32439.9090909089,0.419406538659876,0.638092046434229,3,1,0,0,0,14.2044401168823,NA,3.29999995231628,3.29999995231628,3.29999995231628,0.230000004172325,0.639999985694885,0.409999996423721,0.639999985694885,0.435000002384186,1,"2003"
"142",1,"Democratic Primary",0.366400003433228,"Michael Nutter","black",106805,0.37,0.4,NA,NA,291492,"PA",NA,0.100000001490116,0.129999995231628,NA,0.0299999993294477,NA,NA,NA,2,0,0,0,0,0,0,1,0,0,0,0,0,60000,101,"Philadelphia City",1449634,0.0492844909429552,0.238246196508409,-37137,1,NA,0,1,NA,1,0,"Philadelphia",2007,0,1,0,0,NA,42,"60000","42","4260000","4260000",4260000,0.427923649549484,0.418886054645885,0.687933455814015,NA,0.390702017328957,0.425550317222422,0.0553823350505396,0.106999938460913,189050.090909091,0.133978022770448,34698.4545454546,0.435358616438779,0.650210472670468,3,1,0,0,0,14.186821937561,NA,NA,NA,4,NA,0.0299999993294477,NA,0.0299999993294477,NA,1,"2007"
"143",1,"General",0.825200021266937,"Michael Nutter","black",227090,NA,NA,NA,NA,275190,"PA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,60000,101,"Philadelphia City",1449634,0.0492844909429552,0.238246196508409,-37137,1,NA,0,1,NA,1,0,"Philadelphia city",2007,0,0,1,0,NA,42,"60000","42","4260000","4260000",4260000,0.427923649549484,0.418886054645885,0.687933455814015,NA,0.390702017328957,0.425550317222422,0.0553823350505396,0.106999938460913,189050.090909091,0.133978022770448,34698.4545454546,0.435358616438779,0.650210472670468,3,1,0,0,0,14.186821937561,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,"2007"
"144",1,"General",0.494500011205673,"Herenton","black",122506,0.026,0.96,NA,NA,247919,"TN",NA,0.46000000834465,0.474000006914139,0,0.934000015258789,0.46000000834465,0,0.474000006914139,2,1,0,0,0,1,0,0,0,0,0,0,0,48000,157,"Memphis City",614287.800000001,0.0418589700013399,0.220732472836971,-10456.7998046875,1,0,1,0,0,1,0,"Memphis city",1991,0,0,1,0,0.541867755353451,47,"48000","47","4748000","4748000",4748000,0.492919349670409,0.491572743654253,0.756052935123442,NA,0.42635640501976,0.553481018543245,0.00816000569611797,0.00880005843937326,73544.2000000002,0.110238379985094,23635.1000000001,0.447804394364357,0.510335952043533,4,0,1,0,0,13.328218460083,NA,NA,NA,3.5,NA,0.934000015258789,NA,0.934000015258789,NA,1,"1991"
"145",1,"General",0.740000009536743,"Herenton","black",NA,0.3854,0.9,NA,NA,NA,"TN",NA,0.400000005960464,0.114600002765656,0,0.514599978923798,0.400000005960464,0,0.114600002765656,2,1,0,0,0,1,0,0,0,0,0,0,0,48000,157,"Memphis City",630091,0.0412565413862467,0.211545400321484,19754,1,0,1,0,0,1,0,"Memphis city",1995,1,0,1,0,0.567499995231628,47,"48000","47","4748000","4748000",4748000,0.454793453216553,0.447621256113052,0.703793108463287,NA,0.384897917509079,0.578876554965973,0.0114457542076707,0.017713176086545,69929,0.118158999830484,27479.5,0.444992497563362,0.512403160333633,4,0,1,0,0,13.3536195755005,NA,NA,NA,3.5,NA,0.514599978923798,NA,0.514599978923798,NA,1,"1995"
"146",1,"primary",0.460388481616974,"Herenton","black",74896,NA,NA,NA,NA,NA,"TN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,48000,157,"Memphis City",645894.2,0.0406541127711534,0.202358327805996,19754,1,0,1,0,0,1,0,"Memphis city",1999,1,1,0,0,0.569999992847443,47,"48000","47","4748000","4748000",4748000,0.416667556762693,0.403669768571856,0.651533281803129,NA,0.343439429998398,0.604272091388703,0.0147315027192236,0.0266262937337158,66313.8,0.126079619675874,31323.9000000001,0.442180600762367,0.514470368623734,4,0,1,0,0,13.3783912658691,NA,4.41666674613953,4.41666674613953,4.41666698455811,NA,NA,NA,NA,NA,NA,"1999"
"147",1,"General",0.699999988079071,"Herenton","black",72043,NA,NA,NA,NA,103226,"TN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,48000,157,"Memphis City",681214,0.0400516841560603,0.193171255290508,39270.6015625,1,0,1,0,0,1,0,"Memphis city",2003,1,0,1,0,NA,47,"48000","47","4748000","4748000",4748000,0.395953685045242,0.376775275577199,0.622487106106499,NA,0.319107806140726,0.614256522872231,0.0159914673052051,0.0378994101827796,65959.5454545455,0.132511782375249,33590.5454545455,0.450043545527891,0.518228563395414,4,0,1,0,0,13.4316320419312,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,"2003"
"148",1,"Primary",0.839999973773956,"Purcell","white",48926,NA,NA,NA,NA,58099,"TN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,52006,NA,"Nashville-Davidson (Remainder)",562702,0.0289663231000305,0.126508198678493,28559.19921875,NA,NA,NA,NA,NA,NA,NA,"Nashville-Davidson",2003,1,1,0,0,NA,47,"52006","47","4752006","4752006",4752006,0.244982940229503,0.265913819724863,0.734880702062087,NA,0.621798542412845,0.271911184896122,0.0241879869929769,0.0599680360067971,56777.7272727273,0.204062602736733,41116.2727272727,0.450084079395641,0.533166820352728,4,0,1,0,0,13.2405052185059,NA,4.70833325386047,4.70833325386047,4.70833301544189,NA,NA,NA,NA,NA,NA,"2003"
"149",1,"general (runoff)",0.509599983692169,"Todd","white",28090,NA,NA,NA,NA,55781,"TX",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,5000,453,"Austin City",484649.5,0.0355091230943803,0.169379730522632,67085.703125,0,1,1,0,1,0,0,"Austin city",1991,0,0,1,1,0.586696773767471,48,"05000","48","4805000","4805000",4805000,0.206516838073731,0.220293693244457,0.712854200601576,NA,0.610509097576141,0.118545535951853,0.0309127185493709,0.233919341862205,35082.1000000001,0.209471306204797,27141.5,0.590135037899017,0.556098002195359,4,0,1,0,0,13.0911808013916,NA,NA,NA,3.83333325386047,NA,NA,NA,NA,NA,NA,"1991"
"150",1,"primary",0.435400009155273,"Barnstone","Latino",24322,NA,NA,NA,NA,57098,"TX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,5000,453,"Austin City",484649.5,0.0355091230943803,0.169379730522632,67085.703125,0,1,1,0,1,0,0,"Austin city",1991,0,1,0,0,0.586696773767471,48,"05000","48","4805000","4805000",4805000,0.206516838073731,0.220293693244457,0.712854200601576,NA,0.610509097576141,0.118545535951853,0.0309127185493709,0.233919341862205,35082.1000000001,0.209471306204797,27141.5,0.590135037899017,0.556098002195359,4,0,1,0,0,13.0911808013916,NA,NA,NA,3.83333325386047,NA,NA,NA,NA,NA,NA,"1991"
"151",1,"general",0.512899994850159,"Todd","white",26557,NA,NA,NA,NA,52414,"TX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,5000,453,"Austin City",541867,0.032006310671568,0.159651863574982,88293.296875,0,1,1,0,1,0,0,"Austin city",1994,1,0,1,0,0.58500000834465,48,"05000","48","4805000","4805000",4805000,0.208871388435364,0.218841388821602,0.694353199005127,NA,0.583516776561737,0.111232504248619,0.0362496517598632,0.258053693175317,37557.4000000001,0.221894735097885,32324,0.577061951160431,0.575332891941072,4,0,1,0,0,13.2027759552002,NA,NA,NA,3.83333325386047,NA,NA,NA,NA,NA,NA,"1994"
"152",1,"primary",0.457599997520447,"Todd","white",36914,NA,NA,NA,NA,85028,"TX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,5000,453,"Austin City",541867,0.032006310671568,0.159651863574982,88293.296875,0,1,1,0,1,0,0,"Austin city",1994,1,1,0,0,0.58500000834465,48,"05000","48","4805000","4805000",4805000,0.208871388435364,0.218841388821602,0.694353199005127,NA,0.583516776561737,0.111232504248619,0.0362496517598632,0.258053693175317,37557.4000000001,0.221894735097885,32324,0.577061951160431,0.575332891941072,4,0,1,0,0,13.2027759552002,NA,NA,NA,3.83333325386047,NA,NA,NA,NA,NA,NA,"1994"
"153",1,"Primary no run-off",0.484699994325638,"Watson","white",30278,NA,NA,NA,NA,62840,"TX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,5000,453,"Austin City",599084.5,0.0285034982487562,0.14992399662733,95362.5,0,1,1,1,1,0,0,"Austin city",1997,0,0,1,0,0.549999994039531,48,"05000","48","4805000","4805000",4805000,0.211225938796997,0.217389084398746,0.675852197408675,NA,0.556524455547333,0.103919472545385,0.0415865849703549,0.282188044488432,40032.7,0.234318163990975,37506.5,0.563988864421844,0.594567781686782,4,0,1,0,0,13.3031578063965,NA,NA,NA,3.83333325386047,NA,NA,NA,NA,NA,NA,"1997"
"154",1,"General",0.600000023841858,"Garcia","latino",35645,NA,NA,NA,NA,59944,"TX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,5000,453,"Austin City",678419,0.0238330816850065,0.136953507363796,98407,0,1,1,1,1,0,0,"Austin city",2001,0,0,1,0,NA,48,"05000","48","4805000","4805000",4805000,0.212952280586416,0.214583402330225,0.654579346830195,NA,0.525592519478364,0.0950321500951592,0.0482714149084957,0.310596894134175,43539.3636363638,0.249996182593432,43498.7272727273,0.550418355248191,0.615119289268147,4,0,1,0,0,13.4275207519531,NA,3.66666668653488,3.66666668653488,3.66666674613953,NA,NA,NA,NA,NA,NA,"2001"
"155",1,"General",0.582599997520447,"Wynn","white",34211,NA,NA,NA,NA,59929,"TX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,5000,453,"Austin City",681289,0.0214978734031317,0.130468262732029,63132,0,1,1,1,1,0,0,"Austin city",2003,0,0,1,0,NA,48,"05000","48","4805000","4805000",4805000,0.211695863441987,0.211876647038893,0.649035648866133,NA,0.517713289369236,0.0918835686011747,0.0509672083637933,0.319145890799435,45602.0909090911,0.256505362012169,45118.1818181819,0.549423510378057,0.61775252493945,4,0,1,0,0,13.4317417144775,NA,3.88888889551163,3.88888889551163,3.88888883590698,NA,NA,NA,NA,NA,NA,"2003"
"156",1,"General",0.779999971389771,"Wynn","white",41498,NA,NA,NA,NA,53151,"TX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,5000,453,"Austin City",725426,0.0179950609803194,0.120740395784379,47007,0,1,1,1,1,0,0,"Austin city",2006,1,0,1,0,NA,48,"05000","48","4805000","4805000",4805000,0.209811237725344,0.207816514101895,0.640720101920041,NA,0.505894444205544,0.0871606963601979,0.055010898546739,0.331969385797327,48696.1818181819,0.266269131140275,47547.3636363638,0.547931243072857,0.621702378446406,4,0,1,0,0,13.494514465332,7,3,3,3,NA,NA,NA,NA,NA,NA,"2006"
"157",1,"General",0.472299993038177,"Leffingwell","white",27500,0.41,0.18,0.349999994039536,0.26,58610,"TX",NA,0.319999992847443,0.0900000035762787,0.239999994635582,0.230000004172325,0.169999986886978,0.0899999961256981,0.150000005960464,3,0,0,0,0,0,1,0,0,0,1,0,0,5000,NA,"Austin City",759267.72727273,NA,NA,NA,0,1,1,1,1,0,0,"Austin city",2009,0,0,1,0,NA,48,"05000","48","4805000","4805000",4805000,0.207926612008702,0.203756381164898,0.632404554973949,NA,0.494075599041852,0.082437824119221,0.0590545887296852,0.344792880795218,51790.2727272727,0.276032900268381,49976.5454545456,0.546438975767656,0.625652231953361,4,0,1,0,0,13.5401096343994,NA,NA,NA,3,0.0600000061094761,0.230000004172325,0.169999986886978,0.230000004172325,0.144999995827675,1,"2009"
"158",1,"Primary No Run-off",0.722965955734253,"Strauss","white",61027,0.75,0.57,0.699999988079071,NA,84412,"TX",NA,0.0700000002980232,0.25,NA,0.180000007152557,0.129999995231628,NA,NA,2,0,0,0,0,0,1,0,0,0,1,0,0,19000,113,"Dallas City",996555.300000001,0.0460708033293482,0.155409781634808,51378.5,0,NA,1,0,NA,0,0,"Dallas city",1989,1,0,1,0,0.426497004926205,48,"19000","48","4819000","4819000",4819000,0.355088898539545,0.381641188263893,0.689537972211838,NA,0.488133859634399,0.291997486352921,0.0199697524309157,0.195214454084635,96027.1999999997,0.168230260908603,26362.8000000003,0.554637283086777,0.636571991443633,4,0,1,0,0,13.8120603561401,NA,NA,NA,3.25,0.050000011920929,0.180000007152557,0.129999995231628,0.180000007152557,0.115000009536743,1,"1989"
"159",1,"Primary No Run-off",0.540000021457672,"Bartlett","white",NA,0.75,0.12,0.490000009536743,NA,NA,"TX",NA,0.379999995231628,0.25,NA,0.629999995231628,0.370000004768372,NA,NA,3,0,0,0,0,0,1,0,0,0,1,0,0,19000,113,"Dallas City",1024968.3,0.0400385219603776,0.158908511698246,59240.1015625,0,NA,1,0,NA,0,0,"Dallas city",1991,0,0,1,0,0.45549900084734,48,"19000","48","4819000","4819000",4819000,0.342843127250672,0.371613082289695,0.668459492921826,NA,0.465634733438492,0.288348203897476,0.0213410358875992,0.218605715036389,97370.4,0.172521452605724,28502.8999999999,0.559972137212753,0.647934752702714,4,0,1,0,0,13.8401718139648,NA,NA,NA,3.25,0.259999990463257,0.629999995231628,0.370000004768372,0.629999995231628,0.444999992847443,1,"1991"
"160",1,"Primary No Run-off",0.620000004768372,"Kirk","black",68541,0.42,0.97,0.150000005960464,NA,107420,"TX",NA,0.469999998807907,0.0799999982118607,0.170000001788139,0.550000011920929,0.819999992847443,0.179999992251396,0.0900000035762787,3,1,1,0,0,1,0,0,0,0,0,0,0,19000,113,"Dallas City",1097517.5,0.0369040314108133,0.165894694626331,90686.5,0,NA,1,0,NA,0,0,"Dallas city",1995,0,0,1,0,0.492499999701977,48,"19000","48","4819000","4819000",4819000,0.335869908332825,0.362709328532219,0.630163818597794,NA,0.412483721971512,0.273739606142044,0.0239266362041235,0.279736191034317,97936,0.171778343617916,32558.5,0.563447684049606,0.66537418961525,4,0,1,0,0,13.908561706543,NA,NA,NA,3.25,0.269999980926514,0.550000011920929,0.819999992847443,0.819999992847443,0.140000000596046,3,"1995"
